,product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
4462,355858,Lightly sea salted,Sainsbury's,505.0,2110.0,57.1,0.5,27.5,2.8,6.2,2.0,0.94,0.376,3.0,12.0,0.0,0.008756567425569177,High,Low Sugar,No
4463,3608580968580,Bonne Maman Strawberry Intense,Bonne Maman,162.0,678.0,39.0,39.0,0.1,0.0,0.5,1.6,0.0,0.0,4.0,13.0,16.6666666666667,1.0,Low,High Sugar,Yes
4464,4088600165455,The Great Tiger Bloomer,Aldi,141.0,589.9440000000001,27.2,2.8,1.0,0.1,4.8,2.0,0.57,0.228,4.0,4.0,2.90178571428572,0.10294117647058823,Low,Low Sugar,Yes
4465,5060055252132,Naked Bacon,Finnebrogue Artisan,257.0,1075.288,1.0,1.0,15.1,5.5,29.4,0.1,3.0,1.2,4.0,22.0,0.0,1.0,Low,Low Sugar,Yes
4466,5057373870810,Worcester sauce,Tesco,90.0,376.56,21.6,19.0,0.0,0.0,1.0,0.0,1.5,0.6,3.0,13.0,0.0,0.8796296296296295,Low,Moderate Sugar,No
4467,5060235980510,Battered Chunky Fish Fingers,The tasty catch,234.0,979.056,43.9,1.8,1.7,0.3,9.1,3.2,2.065,0.826,3.0,11.0,0.0,0.04100227790432802,Low,Low Sugar,No
4468,3033491580543,Fjord nature 125 g x 4,"Danone, Fjord, Fjord nature",118.0,489.0,3.9,3.9,10.0,7.0,3.1,2.4,0.11,0.044,4.0,7.0,0.0,1.0,Low,Low Sugar,Yes
4469,7394376617164,Oatgurt greek style,Oatly,145.0,603.0,10.0,4.1,10.0,0.8,3.3,0.9,0.11,0.044,4.0,1.0,5.5,0.41,Low,Low Sugar,Yes
4470,5057753918163,Lightly salted rice cakes,Tesco,381.0,1594.104,77.2,1.3,3.2,0.7,8.9,4.1,0.05375,0.0215,3.0,0.0,0.0,0.01683937823834197,Moderate,Low Sugar,No
4471,3660603081980,Mayonnaise,"Bénédicta, Heinz",653.0,2687.0,2.1,1.3,71.0,5.4,1.2,2.4,1.4,0.56,4.0,7.0,69.4625,0.6190476190476191,High,Low Sugar,Yes
4472,5690845000577,Skyr sans lactose à la myrtille et à la framboise,ISEY,57.0,238.488,4.1,3.9,0.2,0.1,9.8,2.4,0.14,0.056,4.0,-3.0,9.0,0.951219512195122,Low,Low Sugar,Yes
4473,5059697270109,Salt & Vinegar flavoured rice cakes,Tesco,30.0,125.52000000000001,5.4,0.1,0.6,0.1,0.5,0.2,0.1975,0.079,4.0,19.0,11.1388888888889,0.018518518518518517,Low,Low Sugar,Yes
4475,3329770080119,Perle de lait,Yoplait,111.0,464.42400000000004,3.7,2.8,8.9,5.9,3.2,2.4,0.13,0.052,4.0,5.0,0.0,0.7567567567567567,Low,Low Sugar,Yes
4476,5060283762359,Barbecue lentil chips,Proper,65.66,274.72144,8.6,0.6,2.8,0.2,1.4,0.4,0.325,0.13,4.0,18.0,36.3066666666667,0.06976744186046512,Low,Low Sugar,Yes
4477,5055958705526,Peanut butter bars,Graze,119.0,498.0,11.0,3.1,6.8,1.1,2.2,4.6,0.07,0.028,4.0,6.0,39.6666666666667,0.2818181818181818,Low,Low Sugar,Yes
4478,3154230809517,HERTA LE BON PARIS Jambon sel réduit x4 - 140g,"HERTA, Le Bon Paris",106.5,449.5,0.0,0.0,2.5,1.0,21.0,0.0,1.41,0.564,4.0,6.0,0.0736669921875001,0.0,Low,Low Sugar,Yes
4480,8480000602510,Burger rústico,Hacendado,253.0,1058.5520000000001,40.0,2.0,4.8,1.1,11.0,8.0,1.0825,0.433,4.0,0.0,0.0,0.05,Low,Low Sugar,Yes
4481,3073781194692,La vache qui rit,La vache qui rit,232.0,970.0,6.5,6.5,18.0,12.0,11.0,2.4,1.7,0.68,4.0,17.0,0.0,1.0,Low,Low Sugar,Yes
4483,4056489713050,Polpa Finely Chopped Italian Tomatoes,Lidl,44.0,184.096,7.6,7.6,0.2,0.2,2.2,1.6,0.02,0.008,1.0,-4.0,99.9,1.0,Low,Low Sugar,No
4484,29310524,Bran flakes M&S,M&S,359.0,1513.0,64.0,11.0,2.5,0.5,12.0,16.0,0.28,0.112,3.0,-1.0,0.0,0.171875,Moderate,Moderate Sugar,No
4485,8412600019672,Takis Fuego,"Barcel, Takis",486.0,2033.424,51.0,2.2,27.0,11.0,5.2,8.5,1.8,0.72,4.0,19.0,0.0075988051470545,0.04313725490196079,Moderate,Low Sugar,Yes
4486,4056489814788,High protein mango,Pilos,51.0,215.0,4.3,4.0,0.2,0.1,7.4,0.5,0.1,0.04,4.0,-2.0,4.0,0.9302325581395349,Low,Low Sugar,Yes
4487,59492573,Coca-Cola Original 0.5,Coca-Cola,42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,Low,Moderate Sugar,Yes
4488,8412600038635,Natural 100%,Bimbo,250.0,1053.0,42.0,5.8,3.2,0.6,11.0,6.1,1.2,0.48,4.0,2.0,0.0,0.1380952380952381,Low,Low Sugar,Yes
4489,6164010,Campagnard Sans gluten et sans lactose,Gerblé,240.0,1004.1600000000001,40.0,10.0,4.3,0.6,4.2,12.0,0.79,0.316,4.0,1.0,0.0,0.25,Low,Moderate Sugar,Yes
4491,10065907,Houmous,Tesco,230.0,954.0,11.9,0.6,16.6,1.6,6.1,4.3,0.9,0.36,3.0,2.0,66.4508928571428,0.050420168067226885,Low,Low Sugar,No
4492,20093273,Pineapple juice. Saft Ananas Saft,Solevita,50.0,209.20000000000002,11.5,11.5,0.0,0.0,0.4,0.2,0.3675,0.147,1.0,7.0,100.0,1.0,Low,Moderate Sugar,No
4493,21115202,Wheat Bisks,Asda,358.0,1499.0,68.0,4.4,2.0,0.6,12.0,10.0,0.28,0.112,3.0,-3.0,0.0,0.06470588235294118,Moderate,Low Sugar,No
4494,3017760686792,Mikado chocolat au lait,"Glico, LUMondelez, Mikado",484.0,2032.0,68.0,33.0,20.0,11.0,6.8,3.3,0.8,0.32,4.0,27.0,0.0,0.4852941176470588,Moderate,High Sugar,Yes
4495,3043934273802,Lait concentré sucré en tube Format Économique ♦,Régilait®,328.0,1384.0,56.0,56.0,8.0,5.55,8.0,1.0,0.22,0.088,3.0,19.0,0.0,1.0,Moderate,High Sugar,No
4496,3073780225960,Babybel,Babybel,59.0,246.85600000000002,0.01,0.01,4.6,3.1,4.4,2.4,0.335,0.134,3.0,14.0,0.0,1.0,Low,Low Sugar,No
4497,3114270400334,CHAUSSEE AUX MOINES 450g,"Chaussee aux moines, Lactalis",305.0,1265.0,0.0,0.0,25.0,18.0,20.0,2.4,1.6,0.64,3.0,13.0,0.0,0.0,Moderate,Low Sugar,No
4498,3175681060586,Sablés bio chocolat noir intense,Gerblé,477.0,1996.0,62.0,27.0,21.0,5.0,7.0,5.8,0.52,0.208,4.0,15.0,0.0,0.43548387096774194,Moderate,High Sugar,Yes
4499,3229820181738,Biscuits Farine de Blé et Graines de Sésame,Bjorg,484.0,2028.0,62.0,20.0,21.0,2.6,9.4,4.6,0.7,0.28,3.0,14.0,0.0,0.3225806451612903,Moderate,Moderate Sugar,No
4500,3252755150005,20 madeleines longues aux œufs frais,Le Ster,445.0,1862.0,55.0,28.0,22.0,2.3,6.1,2.4,1.0,0.4,4.0,19.0,29.25,0.509090909090909,Moderate,High Sugar,Yes
4501,3421557501418,Flakes de sarrasin,Terres et Céréales,391.0,1636.0,72.0,1.1,3.5,0.6,15.0,5.6,0.06,0.024,1.0,-5.0,0.0,0.015277777777777779,Moderate,Low Sugar,No
4502,3428272040055,Matin léger sans lactose 0% MG,Lactel,34.0,142.256,4.8,4.8,0.2,1.4,3.3,2.4,0.1075,0.043,1.0,7.0,0.0,1.0,Low,Low Sugar,No
4503,3608580765653,mousse au chocolat,Bonne Maman,323.0,1338.0,15.0,14.0,25.0,15.0,7.5,3.8,0.15,0.06,4.0,15.0,0.0,0.9333333333333333,Moderate,Moderate Sugar,Yes
4504,5000232919953,Napolina Extra Virgin Olive Oil 500Ml,Napolina,823.0,3443.4320000000002,0.0,0.0,91.4,13.1,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,High,Low Sugar,No
4505,5011273000678,Runny Honey,Rowse,334.0,1397.4560000000001,81.5,80.8,0.5,0.2,0.5,0.5,0.025,0.01,2.0,19.0,0.0,0.9914110429447852,Moderate,High Sugar,No
4506,5038862134590,Innocent jus tutti frutti 900ml,Innocent,44.2,185.0,11.0,9.5,0.0,0.0,0.0,2.4,0.0,0.0,4.0,11.0,0.0,0.8636363636363636,Low,Low Sugar,Yes
4509,6111242923577,Marrakech orange 1l,SELECTION,50.0,209.20000000000002,11.0,11.0,0.0,0.0,0.7,1.2,7.62,3.048,1.0,6.0,100.0,1.0,Low,Moderate Sugar,No
4510,8410076600806,Crunchy Maple Syrup,Nature Valley,458.0,1916.0,64.6,28.0,17.1,2.7,7.9,6.0,0.74,0.296,4.0,15.0,0.0,0.43343653250774,Moderate,High Sugar,Yes
4511,8410261775029,Rostoy melocotón 1l,Rostoy,55.0,230.12,13.3,13.3,0.0,0.0,0.3,2.4,0.0,0.0,4.0,8.0,0.25,1.0,Low,Moderate Sugar,Yes
4513,20072377,Danpak Spreadable Lighter,Lidl,516.0,2160.0,0.2,0.0,57.0,22.0,0.2,0.0,0.9,0.36,2.0,15.0,23.0333333333333,0.0,High,Low Sugar,No
4514,8718692786820,What The Cluck Vegan Chicken Style Chunks,The Vegetarian Butcher,142.0,595.0,2.9,0.5,3.6,0.4,21.0,6.2,1.1,0.44,4.0,-4.0,0.0,0.1724137931034483,Low,Low Sugar,Yes
4515,6111184003863,Thon a huile végétale,PESCADA,363.0,1518.7920000000001,1.26,0.25,32.82,5.1,20.28,2.4,0.004375,0.00175,3.0,2.0,0.0,0.1984126984126984,Moderate,Low Sugar,No
4516,612322000776,Rosemary & sea salt Flatbreads,Nairn's,54.0,225.936,7.9,0.4,1.8,0.7,1.1,0.9,0.225,0.09,3.0,14.0,2.0,0.05063291139240506,Low,Low Sugar,No
4517,4088600109411,Corn Flakes,Nestle,116.000000001,485.344000004184,25.5,1.8,0.3,0.1,2.300000001,0.8,0.18,0.072,3.0,4.0,0.0,0.07058823529411765,Low,Low Sugar,No
4518,8007270127903,Huile d'olive vierge extra - Il Biologico,Costa d'Oro,828.0,3404.0,0.0,0.0,92.0,14.0,0.0,2.4,0.0,0.0,2.0,0.0,100.0,0.0,High,Low Sugar,No
4519,8434165466166,Krit crackers,Cuétara,466.0,1949.7440000000001,65.0,5.9,19.0,5.1,7.602,2.4,2.0,0.8,4.0,20.0,0.0,0.09076923076923077,Moderate,Low Sugar,Yes
4520,5060198643583,Fiorentina Sourdough Pizza,Crosta & Mollica,230.0,962.32,29.0,1.6,8.4,2.9,8.8,1.8,1.0825,0.433,3.0,6.0,25.1125,0.055172413793103454,Low,Low Sugar,No
4521,1178395,Greek Feta,"Sainsbury's, by Sainsbury's",83.0,347.272,0.5,0.5,6.9,1.4,5.0,2.4,0.67,0.268,3.0,7.0,0.0,1.0,Low,Low Sugar,No
4522,1167160,Butter beans in water,Sainsbury's,108.0,453.0,14.8,0.5,0.7,0.1,6.9,7.3,0.03,0.012,4.0,-7.0,76.9230769230769,0.03378378378378378,Low,Low Sugar,Yes
4523,4088600249506,Real mayonnaise,Bramwells,680.0,2845.12,3.4000000953674,1.2999999523163,74.0,5.5,1.0,2.4,1.2999999523163,0.51999998092652,4.0,19.0,0.64999997615815,0.382352916427146,High,Low Sugar,Yes
4524,3229820800721,muesli superfruits,Bjorg,357.0,1493.688,60.0,14.0,6.0,1.0,11.0,9.6,0.03,0.012,3.0,-2.0,9.0,0.23333333333333334,Moderate,Moderate Sugar,No
4525,3023290050378,Viennois chocolat,Nestlé,155.0,648.52,17.3,15.5,8.0,5.2,3.1,2.4,0.01,0.004,4.0,9.0,0.0,0.8959537572254335,Low,Moderate Sugar,Yes
4526,4056489412175,Coconut Classic,Vemondo,97.0,401.0,4.9,1.2,8.1,7.6,0.8,0.5,0.06,0.024,4.0,8.0,34.0,0.24489795918367344,Low,Low Sugar,Yes
4527,5054269746730,Light Coconut Milk,Tesco,61.0,255.22400000000002,1.3,0.8,6.0,5.2,0.4,2.4,0.1,0.04,4.0,11.0,22.0,0.6153846153846154,Low,Low Sugar,Yes
4529,6111259343023,Donut milky,Unknown,441.0,1845.144,51.79,23.38,23.59,8.41,5.46,2.4,0.33,0.132,4.0,20.0,0.0,0.4514385016412435,Moderate,Moderate Sugar,Yes
4530,4088600338637,Tomato purée,Cucina,17.0,71.128,2.7,2.6,0.1,0.0,1.0,0.8,0.01,0.004,1.0,-1.0,75.0,0.9629629629629629,Low,Low Sugar,No
4531,4056489091745,Olive oil,"Lidl,Primadonna",828.0,3464.3520000000003,0.0,4.1,92.0,14.0,0.0,2.4,0.01,0.004,2.0,0.0,0.25,0.0,High,Low Sugar,No
4532,1230000097055,Almond Butter + Puffed Quinoa Dark Chocolate,Hu,179.0,748.936,11.0,8.0,13.0,6.5,3.1,2.8,0.3675,0.147,3.0,7.0,17.0,0.7272727272727273,Low,Low Sugar,No
4533,5391528181216,Crispy skinny fries,Strong Roots,146.0,610.864,22.0,0.1,5.0,0.4,2.3,2.8,0.8,0.32,4.0,4.0,0.0,0.004545454545454546,Low,Low Sugar,Yes
4535,5055958706561,Sticky Toffee Oat Boosts,Graze,407.0,1697.0,44.0,13.0,19.0,3.0,6.5,16.0,0.22,0.088,4.0,6.0,35.8583333333333,0.29545454545454547,Moderate,Moderate Sugar,Yes
4536,6111246954546,YAOURT GREC,"Jibal, JIBAL",112.0,472.0,16.95,15.45,3.85,2.58,2.42,0.0,0.0,0.0,4.0,6.0,15.3833333333333,0.911504424778761,Low,Moderate Sugar,Yes
4538,146098,Natural yogurt,Sainsbury's,81.0,340.0,6.6,6.6,3.8,2.5,5.1,0.5,0.18,0.072,1.0,2.0,0.0,1.0,Low,Low Sugar,No
4539,415668,Extra virgin olive oil,Sainsbury's,123.45,516.5148,0.075,0.075,13.725,1.965,0.075,0.075,0.0015,0.0006,2.0,0.0,100.0,1.0,Low,Low Sugar,No
4540,1175424,Smoky Roasted Red Pepper Houmous,Sainsbury's,213.0,891.192,9.5,1.8,16.1,1.4,5.9,3.2,0.3675,0.147,3.0,7.0,88.475,0.18947368421052632,Low,Low Sugar,No
4541,20333737,Roasted Cashew-Peanut-Mix Honey & Salt,"Alesto, Lidl",533.0,2223.0,43.2,35.5,32.4,5.6,14.7,5.0,0.83,0.332,4.0,15.0,65.0,0.8217592592592592,High,High Sugar,Yes
4542,3038352876506,Tomapizza,Panzani,47.0,197.0,6.5,4.8,1.4,0.2,1.5,1.2,1.1,0.44,3.0,1.0,134.0,0.7384615384615384,Low,Low Sugar,No
4543,3061990141118,"BN - Cookies - Mini Strawberry x 5, 175g (6.2oz)",BN,431.0,1815.0,74.3,32.8,12.4,5.6,5.3,2.4,0.53,0.212,4.0,21.0,4.58958333333333,0.44145356662180346,Moderate,High Sugar,Yes
4544,3124480184757,Sirop citron vert et menthe,Pulco,143.0,607.0,31.2,30.9,0.0,0.0,0.2,2.4,0.02,0.008,4.0,17.0,49.0,0.9903846153846153,Low,High Sugar,Yes
4545,3178530404050,"Bonne Maman - Madeleine Milk Chocolate, 300g (10.6oz)",Bonne Maman,458.0,1913.0,47.0,31.0,27.0,16.0,6.1,2.4,0.66,0.264,4.0,26.0,0.0,0.6595744680851063,Moderate,High Sugar,Yes
4547,3242272981558,Sandwich le méga - Poulet rôti oeuf x3,Sodebo,273.183556405354,1143.0,30.0,6.5,12.0,1.3,9.6,3.5,1.0825,0.433,4.0,6.0,8.21820175438596,0.21666666666666667,Low,Low Sugar,Yes
4548,3250391282838,Galettes au riz complet BIO 130g,"Intermarché, Regain",386.0,1636.0,80.6,0.0,2.7,0.6,8.4,2.8,0.21,0.084,3.0,2.0,0.0,0.0,Moderate,Low Sugar,No
4549,3336971409151,Monster Munch - Produit soufflé à base de pomme de terre goût salé,Vico,482.0,2021.0,66.0,5.7,22.0,2.8,4.4,2.4,2.0,0.8,4.0,18.0,0.0,0.08636363636363636,Moderate,Low Sugar,Yes
4550,3700157521850,La madeleine coque chocolat noir,Maison Colibri,461.0,1925.0,50.0,32.0,26.0,12.0,5.3,2.8,0.32,0.128,4.0,25.0,13.125,0.64,Moderate,High Sugar,Yes
4551,4025700001962,Бял шоколад,Milka,534.0,2234.2560000000003,65.0,65.0,28.0,17.0,4.2,2.4,0.26,0.104,4.0,32.0,0.0,1.0,High,High Sugar,Yes
4552,5000128624152,Coop Irresistible Super Seeded Farmhouse,Coop,284.0,1188.256,40.0,3.6,7.5,1.4,11.0,6.9,0.3675,0.147,4.0,7.0,1.39125,0.09,Low,Low Sugar,Yes
4553,5000157062741,Vegetable Soup,Heinz,47.0,196.648,8.3,3.2,0.8,0.1,1.1,0.9,0.6,0.24,4.0,2.0,67.919921875,0.38554216867469876,Low,Low Sugar,Yes
4554,5010046001003,Green Giant Sweetcorn,Green giant,77.438,324.00059200000004,12.6,7.4,1.2,0.4,2.4,3.0,0.4,0.16,3.0,5.0,80.0,0.5873015873015873,Low,Low Sugar,No
4555,5010204612287,Italian Finely Chopped Tomatoes,Tesco,25.0,104.60000000000001,4.0,4.0,0.2,0.1,1.4,0.9,0.1,0.04,1.0,-4.0,91.25,1.0,Low,Low Sugar,No
4556,5010975030020,Tunnocks Teacakes 6pk al anhar,Tunnock’s,106.0,443.504,14.9,8.6,4.6,3.0,1.0,0.6,0.1752,0.07008,4.0,28.0,0.0,0.5771812080536912,Low,Low Sugar,Yes
4557,5038862139137,"Innocent myrtille, cassis, pomme, cranberry",Innocent,68.0,288.0,17.0,15.0,0.5,0.1,0.5,0.5,0.01,0.004,1.0,5.0,99.8,0.8823529411764706,Low,Moderate Sugar,No
4558,5060198640018,& Mollica Black Olive Grissini,Crosta & Mollica,416.0,1751.0,68.0,2.1,11.0,1.7,9.6,3.2,1.6,0.64,3.0,12.0,16.0,0.030882352941176472,Moderate,Low Sugar,No
4559,5410126812039,Gaufres de Liège perles de sucre,Lotus,199.0,832.616,25.0,13.0,10.0,4.7,2.3,0.4,0.675,0.27,4.0,30.0,5.25,0.52,Low,Moderate Sugar,Yes
4561,8000320010095,Passata verace,"Cirio, Cirio - Conserve Italia Soc. Coop. Agricola",35.0,147.0,6.3,4.4,0.1,0.0,1.2,1.1,0.6,0.24,3.0,-2.0,99.7,0.6984126984126985,Low,Low Sugar,No
4562,8410000826937,La Buena Maria original,Fontaneda,437.0,1841.0,76.0,24.0,11.0,4.9,7.6,2.1,0.84,0.336,4.0,19.0,0.0,0.3157894736842105,Moderate,Moderate Sugar,Yes
4563,8480000093776,Cereales de chocolate y avellana,Hacendado,429.0,1794.9360000000001,69.0,38.0,13.0,2.5,6.2,5.2,0.7875,0.315,4.0,19.0,42.0,0.5507246376811594,Moderate,High Sugar,Yes
4564,3178530416701,Petites madeleines aux œufs saint Michel,St Michel,469.0,1961.0,52.0,27.0,26.0,2.4,6.2,1.2,0.4,0.16,4.0,15.0,23.85,0.5192307692307693,Moderate,High Sugar,Yes
4565,8003180908564,Bravo crem,Bravo Crem,259.0,1083.656,7.4,4.7,24.0,23.0,3.3,2.4,0.17,0.068,4.0,14.0,0.0,0.6351351351351351,Low,Low Sugar,Yes
4566,5057545713419,Cocoa powder,Tesco,368.0,1524.0,11.1,0.9,21.0,13.0,19.5,28.3,0.08,0.032,1.0,7.0,0.0,0.08108108108108109,Moderate,Low Sugar,No
4567,5057753921668,6 crumpets,Tesco,99.0,414.216,19.9,1.7,0.4,0.2,3.3,1.3,1.0125,0.405,4.0,5.0,0.0,0.08542713567839197,Low,Low Sugar,Yes
4568,3600900021883,Boulgour tradition,Tipiak,349.0,1474.0,64.0,2.4,2.4,0.4,14.0,11.0,0.0,0.0,1.0,-6.0,0.0,0.0375,Moderate,Low Sugar,No
4569,5038862236911,Invigorate,Innocent,53.0,221.752,11.0,11.0,0.11,0.0,1.3,0.93,0.0,0.0,4.0,12.0,17.8,1.0,Low,Moderate Sugar,Yes
4570,4056489159780,Malted Bloomer,Rowan Hill,258.0,1079.472,44.9,3.4,3.5,0.4,9.4,4.6,0.7375,0.295,4.0,1.0,5.97826086956522,0.0757238307349666,Low,Low Sugar,Yes
4571,3660603081997,Mayonnaise,Bénédicta,653.0,2732.152,2.1,1.3,71.0,5.4,1.2,2.4,1.4,0.56,4.0,7.0,69.0,0.6190476190476191,High,Low Sugar,Yes
4572,5057373398444,Red pepper houmous,Tesco,223.0,933.032,11.0,1.6,16.3,1.6,5.9,4.5,0.4925,0.197,3.0,-1.0,80.5476888020833,0.14545454545454548,Low,Low Sugar,No
4573,5059697385681,Root Vegetables,Tesco,523.0,2175.0,40.1,26.4,35.1,4.0,6.7,10.1,0.83,0.332,3.0,15.0,61.0,0.6583541147132169,High,High Sugar,No
4574,8005110003196,Concentré de Tomates,Mutti,96.0,401.664,17.0,14.0,0.2,0.1,4.2,2.4,0.5,0.2,3.0,0.0,99.75,0.8235294117647058,Low,Moderate Sugar,No
4575,7612100907603,Crunchy cream,Ovomaltine,547.0,2284.0,59.4,50.1,32.4,5.5,3.7,1.6,0.2,0.08,4.0,25.0,8.575,0.8434343434343434,High,High Sugar,Yes
4576,8719200237025,Lätta 🔺 2 x Kerrygold 🔺 3 x Rama,"Lätta,Upfield,gezählt nur Lätta ‼️,‼️ gezählt wird nur Lätta ‼️",356.0,1483.0,1.8,0.5,39.0,14.0,0.5,2.4,0.52,0.208,4.0,11.0,14.875,0.2777777777777778,Moderate,Low Sugar,Yes
4577,29294343,Cheese Twists,M&S Food,527.0,2204.9680000000003,53.5,2.6,28.7,18.5,12.1,3.3,1.85,0.74,3.0,24.0,0.0,0.048598130841121495,High,Low Sugar,No
4578,4088600526072,Corn Cakes,Savour Bakes,390.0,1631.76,87.8,0.2,0.8,0.2,7.9,0.4,0.37,0.148,3.0,2.0,0.0,0.0022779043280182236,Moderate,Low Sugar,No
4580,5060362072263,Organic soya drink,Plenish,32.0,132.0,0.8,0.0,1.6,0.3,3.2,0.6,0.0,0.0,1.0,-5.0,8.0,0.0,Low,Low Sugar,No
4581,11210115255,Tabasco -  Red Pepper Hot Sauce,"Avery Island LA, McIhenny Company, Tabasco",16.0,67.0,1.6,0.1,0.7,0.2,1.0,1.3,1.7,0.68,3.0,8.0,19.0,0.0625,Low,Low Sugar,No
4582,20057206,Œufs frais plein air,Lidl,140.0,583.0,0.5,0.5,9.8,2.6,13.0,0.0,0.31,0.124,1.0,-1.0,0.0,1.0,Low,Low Sugar,No
4583,20790981,Greek-style creamy yogurt,Pilos,123.0,514.6320000000001,4.5,4.5,10.0,6.7,3.7,2.4,0.0975,0.039,4.0,7.0,0.0,1.0,Low,Low Sugar,Yes
4584,20891329,Scottish Rough Oatcakes,Rivercote,448.0,1879.0,55.8,0.7,18.2,4.3,11.0,8.7,1.27,0.508,3.0,10.0,0.0,0.012544802867383513,Moderate,Low Sugar,No
4585,3069942320901,Menier Pâtissier Tablette,"Nestlé, Menier",521.0,2173.0,52.7,47.6,29.3,17.6,7.1,8.7,0.01,0.004,4.0,24.0,0.0,0.9032258064516129,High,High Sugar,Yes
4586,3175681197350,Sélégerme,Gerblé,355.0,1491.0,27.0,6.9,7.0,1.3,37.0,18.0,0.07,0.028,1.0,-5.0,0.0,0.2555555555555556,Moderate,Low Sugar,No
4587,3175681790285,"Gerblé - Sesame Chocolate Cookie, 200g (7.1oz)",Gerblé,471.0,1975.0,60.0,21.0,20.0,4.4,10.0,5.6,0.6,0.24,4.0,14.0,6.61666666666666,0.35,Moderate,Moderate Sugar,Yes
4588,3187570072440,PUR ARABICA DES PETITS PRODUCTEURS l'original,Malongo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,Low Sugar,No
4589,3250391594245,Huile d'olive Bio BO 75cl,Bouton d'or,900.0,3700.0,0.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,100.0,0.0,High,Low Sugar,No
4590,3263670297713,Filets de maquereaux au naturel,Connétable,229.0,958.1360000000001,0.0,0.0,17.0,3.9,19.0,0.0,1.0,0.4,3.0,2.0,12.4166666666667,0.0,Low,Low Sugar,No
4591,3270720001596,Formule boost,Daco Bello,465.0,1945.5600000000002,32.0,28.0,27.0,3.0,21.0,7.3,0.02,0.008,3.0,6.0,100.0,0.875,Moderate,High Sugar,No
4592,3273220082188,Framboise Passion,Sojasun,82.0,345.0,11.8,11.3,2.1,0.4,3.7,2.4,0.075,0.03,4.0,3.0,10.5328125,0.9576271186440678,Low,Moderate Sugar,Yes
4593,3487400000408,Blé tendre cuisson 10 min Ebly 1kg,ebly,135.0,571.0,26.9,0.5,0.5,0.1,4.7,2.2,0.0,0.0,1.0,1.0,0.0,0.01858736059479554,Low,Low Sugar,No
4594,3564700121511,Petits Pains Grillés Au blé complet,"Marque Repère, Epi d'Or",414.0,1712.0,68.0,2.8,6.3,0.6,12.0,6.3,0.4,0.16,4.0,-1.0,10.2857142857143,0.041176470588235294,Moderate,Low Sugar,Yes
4595,5000168164045,Ginger Nuts,McVitie's,461.0,1928.824,71.3,28.9,16.5,7.8,5.8,2.3,0.925,0.37,4.0,24.0,0.0,0.4053295932678822,Moderate,High Sugar,Yes
4596,5000232819109,Passata Sieved Tomatoes,Napolina,28.0,117.152,4.3,4.3,0.2,0.0,1.7,1.1,0.12,0.048,1.0,-1.0,75.0,1.0,Low,Low Sugar,No
4597,5010026505170,Creamy superfast oats,Mornflake,147.0,615.048,23.2,0.4,3.4,0.5,4.6,4.6,0.01,0.004,1.0,-4.0,0.0,0.017241379310344827,Low,Low Sugar,No
4598,5051140455736,Greek Feta,Tesco,279.0,1167.336,1.0,0.0,23.0,17.1,16.9,0.0,1.9,0.76,3.0,16.0,0.0,0.0,Low,Low Sugar,No
4599,5941486004142,Muștar de Masă,La Minut,91.0,380.744,8.3,4.0,4.6,1.4,4.0,2.4,2.0,0.8,4.0,7.0,0.0,0.48192771084337344,Low,Low Sugar,Yes
4600,6111126002763,Daya mini Avocat,Chergui,74.3,310.8712,14.0,14.0,1.1,0.0,2.1,1.0,0.0,0.0,4.0,14.0,7.0,1.0,Low,Moderate Sugar,Yes
4601,6111242041394,Conikos fromage,Conikos,494.1,2067.3144,59.0,4.4,26.1,11.6,4.5,2.8,0.3675,0.147,3.0,7.0,0.0,0.07457627118644068,Moderate,Low Sugar,No
4602,7613036668910,NESTLE NESQUIK BIO Céréales 375g,"Nestlé, Nesquik, Nesquik bio",374.0,1582.0,75.2,22.3,2.1,0.7,9.1,8.7,0.45,0.18,4.0,7.0,0.0,0.29654255319148937,Moderate,Moderate Sugar,Yes
4603,3571495140009,La brandade de Morue parmentière gratinée,Briau,148.0,619.232,9.9,0.5,8.1,1.1,8.2,2.4,0.84,0.336,3.0,3.0,10.41,0.050505050505050504,Low,Low Sugar,No
4604,6111126001834,Brassé abricot mchmach,Chergui,107.0,448.0,18.0,16.0,2.8,1.6,3.5,2.4,0.12,0.048,4.0,5.0,0.25,0.8888888888888888,Low,Moderate Sugar,Yes
4605,6111017045152,Poudre de cacao,Aiguebelle,323.0,1352.0,11.8,1.8,11.7,7.1,23.1,2.4,0.24,0.096,1.0,7.0,0.0,0.15254237288135591,Moderate,Low Sugar,No
